x,y
1,0.38709677419354838710
2,0.46428571428571428571
4,0.50943396226415094340
6,0.46153846153846153846
7,0.39705882352941176471
10,0.43333333333333333333
11,0.51785714285714285714
14,0.40322580645161290323
17,0.48275862068965517241
19,0.46666666666666666667
20,0.53061224489795918367
22,0.33870967741935483871
23,0.60000000000000000000
25,0.41379310344827586207
27,0.40000000000000000000
